code,short_url,google_shopping_url,query,product_id,catalog_id
fMcF_VSFA7,https://bhezy.github.io/r/fMcF_VSFA7/,"https://www.google.com/search?ibp=oshop&q=20-Pack+Wooden+Cross+Fidget%2C+Handmade+Pocket+Wood+Crosses%2C+Cross+My+Heart+%7C+Encouragement+Gift%2C+Relieve+Anxiety+for+Yourself%2C+Inspirational+Easter+Gift+for+Christian+Faith%2C+Prayer%2C+Valentines+Day+Gifts&prds=localAnnotatedOfferId:1,productid:7278389619207146790,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","20-Pack Wooden Cross Fidget, Handmade Pocket Wood Crosses, Cross My Heart | Encouragement Gift, Relieve Anxiety for Yourself, Inspirational Easter Gift for Christian Faith, Prayer, Valentines Day Gifts",7278389619207146790,
MwpImNcx6E,https://bhezy.github.io/r/MwpImNcx6E/,"https://www.google.com/search?ibp=oshop&q=Super+Snouts+Hemp+%26+Joint+Chew+for+Dogs+%26+Cats%2C+30+Chews+(Up+to+60+servings)+%E2%80%93+Hip+%2B+Joint+Supplement+with+Green+Lipped+Mussels+%2B+Hemp+%E2%80%93+Helps+with+Mobility+and+Joint+Comfort&prds=localAnnotatedOfferId:1,catalogid:16491322111437073897,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Super Snouts Hemp & Joint Chew for Dogs & Cats, 30 Chews (Up to 60 servings) – Hip + Joint Supplement with Green Lipped Mussels + Hemp – Helps with Mobility and Joint Comfort",,16491322111437073897
_1T_P8LN2X,https://bhezy.github.io/r/_1T_P8LN2X/,"https://www.google.com/search?ibp=oshop&q=rOtring+600+3-in-1+Multicolor+Pen+and+Mechanical+Pencil%2C+Switches+Between+2+Ballpoint+Pen+Fine+Point+Tips+(Black+and+Red+Ink)+and+1+Mechanical+Pencil+Tip+(0.5mm+Lead)%2C+Black+Barrel&prds=localAnnotatedOfferId:1,productid:16230154128578942268,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","rOtring 600 3-in-1 Multicolor Pen and Mechanical Pencil, Switches Between 2 Ballpoint Pen Fine Point Tips (Black and Red Ink) and 1 Mechanical Pencil Tip (0.5mm Lead), Black Barrel",16230154128578942268,
JkIJCJ9tQ0,https://bhezy.github.io/r/JkIJCJ9tQ0/,"https://www.google.com/search?ibp=oshop&q=Starwest+Botanicals+Organic+Raw+Dandelion+Root+Tea+%5B1+Pound%5D+Bulk+Cut+%26+Sifted+(C%2FS)+Loose+Tea&prds=localAnnotatedOfferId:1,productid:14704045105620603901,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",Starwest Botanicals Organic Raw Dandelion Root Tea [1 Pound] Bulk Cut & Sifted (C/S) Loose Tea,14704045105620603901,
4UgYRdJ3o2,https://bhezy.github.io/r/4UgYRdJ3o2/,"https://www.google.com/search?ibp=oshop&q=Goat+Milk+by+Brutus+Broth+Meal+Topper+for+Dogs+and+Cats+%E2%80%93+Formulated+for+Digestive+Support+%26+Moisture%2C+Low-Lactose%2C+Contains+Natural+Nutrients+and+Enzymes+(Pack+of+6)&prds=localAnnotatedOfferId:1,catalogid:16094866577725541478,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Goat Milk by Brutus Broth Meal Topper for Dogs and Cats – Formulated for Digestive Support & Moisture, Low-Lactose, Contains Natural Nutrients and Enzymes (Pack of 6)",,16094866577725541478
irwr-Qtbml,https://bhezy.github.io/r/irwr-Qtbml/,"https://www.google.com/search?ibp=oshop&q=Shrumfuzed+-+Proprietary+Nootropic+Gummy+8000mg+-+Lion's+Mane%2C+Reishi%2C+Chaga%2C+and+Cordycep+Nootropic+Mushroom+Blend+(10%2C+Dark+Chocolate+Crunch)&prds=localAnnotatedOfferId:1,catalogid:6101096386104407138,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Shrumfuzed - Proprietary Nootropic Gummy 8000mg - Lion's Mane, Reishi, Chaga, and Cordycep Nootropic Mushroom Blend (10, Dark Chocolate Crunch)",,6101096386104407138
MHIdOtPco-,https://bhezy.github.io/r/MHIdOtPco-/,"https://www.google.com/search?ibp=oshop&q=Thread+SEW+All+26SP&prds=localAnnotatedOfferId:1,productid:8159343439324929685,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",Thread SEW All 26SP,8159343439324929685,
kWSpJgzbLE,https://bhezy.github.io/r/kWSpJgzbLE/,"https://www.google.com/search?ibp=oshop&q=Kendra+Scott+Courtney+Paperclip+Bracelet+in+14k+Gold-Plated+Brass%2C+Fashion+Jewelry+for+Women&prds=localAnnotatedOfferId:1,productid:13106293479055222746,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Kendra Scott Courtney Paperclip Bracelet in 14k Gold-Plated Brass, Fashion Jewelry for Women",13106293479055222746,
S7EjoIdxUw,https://bhezy.github.io/r/S7EjoIdxUw/,"https://www.google.com/search?ibp=oshop&q=Safe+Catch+Elite+Tuna+Wild-Caught+Lowest+Mercury+Tuna+Fish+Pouch+Gluten-Free+Keto+Food+Non-GMO+Kosher+Paleo-Friendly+High+Protein+Snack%2C+No+Water+Oil+Tuna%2C+Pack+of+12+Tuna+Pouches+3oz&prds=localAnnotatedOfferId:1,productid:11036784914884428384,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Safe Catch Elite Tuna Wild-Caught Lowest Mercury Tuna Fish Pouch Gluten-Free Keto Food Non-GMO Kosher Paleo-Friendly High Protein Snack, No Water Oil Tuna, Pack of 12 Tuna Pouches 3oz",11036784914884428384,
Cw-PAJWdM9,https://bhezy.github.io/r/Cw-PAJWdM9/,"https://www.google.com/search?ibp=oshop&q=INNOVACYN+INC+Puracyn+Plus+16+OZ+Liqtrig+-+6517EA+-+Trigger+Spray%2C+1+Each&prds=localAnnotatedOfferId:1,catalogid:1034008401068480743,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","INNOVACYN INC Puracyn Plus 16 OZ Liqtrig - 6517EA - Trigger Spray, 1 Each",,1034008401068480743
j4F8Ms4AR2,https://bhezy.github.io/r/j4F8Ms4AR2/,"https://www.google.com/search?ibp=oshop&q=Shrumfuzed+Shrumfuzed+-+Proprietary+Nootropic+Gummy+8000mg+-+Lion's+Mane%2C+Reishi%2C+Chaga%2C+and+Cordycep+Nootropic+Mushroom+Blend+(10%2C+Tropical+Pineapple)&prds=localAnnotatedOfferId:1,catalogid:10914470563520208589,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Shrumfuzed Shrumfuzed - Proprietary Nootropic Gummy 8000mg - Lion's Mane, Reishi, Chaga, and Cordycep Nootropic Mushroom Blend (10, Tropical Pineapple)",,10914470563520208589
BEqKJEueSF,https://bhezy.github.io/r/BEqKJEueSF/,"https://www.google.com/search?ibp=oshop&q=Fully+Loaded+Alpha+Fuel+Nootropic+Pouches+(Mint+Fuel)+-+5+Cans%2C+15+Pouches+per+can+-+Nootropic+Energy+Pouches+with+Caffeine%2C+Alpha+GPC%2C+Tyrosine%2C+Taurine%2C+Guarana+and+More.&prds=localAnnotatedOfferId:1,catalogid:3262813957798198802,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Fully Loaded Alpha Fuel Nootropic Pouches (Mint Fuel) - 5 Cans, 15 Pouches per can - Nootropic Energy Pouches with Caffeine, Alpha GPC, Tyrosine, Taurine, Guarana and More.",,3262813957798198802
nWhfEuV49-,https://bhezy.github.io/r/nWhfEuV49-/,"https://www.google.com/search?ibp=oshop&q=ENGINEER+SS-03+Solder+Sucker+Device.+Made+in+Japan.+Professional+Grade+Desoldering+Pump.&prds=localAnnotatedOfferId:1,catalogid:11296626264693495612,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",ENGINEER SS-03 Solder Sucker Device. Made in Japan. Professional Grade Desoldering Pump.,,11296626264693495612
jomYtWNIfO,https://bhezy.github.io/r/jomYtWNIfO/,"https://www.google.com/search?ibp=oshop&q=ZAMAT+Adjustable+Cervical+Memory+Foam+Pillow%2C+Odorless+Neck+Pillows+for+Pain+Relief%2C+Orthopedic+Pillows+for+Sleeping+with+Cooling+Pillowcase%2C+Ergonomic+Support+Pillow+for+Stomach%2C+Back%2C+Side+Sleeper&prds=localAnnotatedOfferId:1,catalogid:9086572662939005819,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","ZAMAT Adjustable Cervical Memory Foam Pillow, Odorless Neck Pillows for Pain Relief, Orthopedic Pillows for Sleeping with Cooling Pillowcase, Ergonomic Support Pillow for Stomach, Back, Side Sleeper",,9086572662939005819
WHzfIc5i8U,https://bhezy.github.io/r/WHzfIc5i8U/,"https://www.google.com/search?ibp=oshop&q=Osmo+-+TopOil+-+3045+Clear+Satin+-+0.5+Liter&prds=localAnnotatedOfferId:1,productid:8505973181568670648,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",Osmo - TopOil - 3045 Clear Satin - 0.5 Liter,8505973181568670648,
WJIItenYWO,https://bhezy.github.io/r/WJIItenYWO/,"https://www.google.com/search?ibp=oshop&q=DXN+Lingzhi+BLACK+Coffee+3+in+1+Instant+Coffee&prds=localAnnotatedOfferId:1,productid:2294236332837068292,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",DXN Lingzhi BLACK Coffee 3 in 1 Instant Coffee,2294236332837068292,
OE26WIEIla,https://bhezy.github.io/r/OE26WIEIla/,"https://www.google.com/search?ibp=oshop&q=Life+Essentials+Chicken+Littles+Freeze+Dried+Chicken+Cat+%26+Small+Dog+Treats%2C+Healthy+Single+Ingredient+Training+Treats+%26+Cat+Snacks%2C+Perfect+Bite+Size%2C+Made+with+Real+Chicken+%E2%80%93+5+oz+(2+Pack)&prds=localAnnotatedOfferId:1,productid:15215205638426004891,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Life Essentials Chicken Littles Freeze Dried Chicken Cat & Small Dog Treats, Healthy Single Ingredient Training Treats & Cat Snacks, Perfect Bite Size, Made with Real Chicken – 5 oz (2 Pack)",15215205638426004891,
2a5BI87wJw,https://bhezy.github.io/r/2a5BI87wJw/,"https://www.google.com/search?ibp=oshop&q=Fully+Loaded+Alpha+Fuel+Nootropic+Pouches+(Wintergreen+Fuel)+-+Nootropic+Energy+Pouches+with+Caffeine%2C+Alpha+GPC%2C+Tyrosine%2C+Taurine%2C+Guarana+and+More&prds=localAnnotatedOfferId:1,catalogid:3262813957798198802,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Fully Loaded Alpha Fuel Nootropic Pouches (Wintergreen Fuel) - Nootropic Energy Pouches with Caffeine, Alpha GPC, Tyrosine, Taurine, Guarana and More",,3262813957798198802
ijZ2n4jzsh,https://bhezy.github.io/r/ijZ2n4jzsh/,"https://www.google.com/search?ibp=oshop&q=Fully+Loaded+Alpha+Fuel+Nootropic+Pouches+(Wintergreen+Fuel)+-+Nootropic+Energy+Pouches+with+Caffeine%2C+Alpha+GPC%2C+Tyrosine%2C+Taurine%2C+Guarana+and+More&prds=localAnnotatedOfferId:1,catalogid:5846837670601224003,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Fully Loaded Alpha Fuel Nootropic Pouches (Wintergreen Fuel) - Nootropic Energy Pouches with Caffeine, Alpha GPC, Tyrosine, Taurine, Guarana and More",,5846837670601224003
-66ExOrM0u,https://bhezy.github.io/r/-66ExOrM0u/,"https://www.google.com/search?ibp=oshop&q=Fully+Loaded+Alpha+Fuel+Nootropic+Pouches+(Wintergreen+Fuel)+-+Nootropic+Energy+Pouches+with+Caffeine%2C+Alpha+GPC%2C+Tyrosine%2C+Taurine%2C+Guarana+and+More&prds=localAnnotatedOfferId:1,catalogid:2364529102488108926,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Fully Loaded Alpha Fuel Nootropic Pouches (Wintergreen Fuel) - Nootropic Energy Pouches with Caffeine, Alpha GPC, Tyrosine, Taurine, Guarana and More",,2364529102488108926
BHOLw3qdpR,https://bhezy.github.io/r/BHOLw3qdpR/,"https://www.google.com/search?ibp=oshop&q=Dona+Crystalline+Glucosamine+Sulfate%2C+750+Mg%2C+Joint+Supplement+Pills+for+Knee+Comfort+%26+Joint+Health+Support%2C+750+Mg%2C+60+Count&prds=localAnnotatedOfferId:1,catalogid:17141486012626909742,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Dona Crystalline Glucosamine Sulfate, 750 Mg, Joint Supplement Pills for Knee Comfort & Joint Health Support, 750 Mg, 60 Count",,17141486012626909742
15L2cLWMT-,https://bhezy.github.io/r/15L2cLWMT-/,"https://www.google.com/search?ibp=oshop&q=MTN+OPS+Ignite+Sugar+Free+Energy+Drink+Powder+with+200mg+Caffeine%2C+Nootropic+Blend+for+Energy%2C+Focus+%26+Endurance%2C+L+Arginine+%26+L+Citrulline+Pre+Workout%2C+45+Servings%2C+Tiger's+Blood&prds=localAnnotatedOfferId:1,catalogid:11392673936215903040,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","MTN OPS Ignite Sugar Free Energy Drink Powder with 200mg Caffeine, Nootropic Blend for Energy, Focus & Endurance, L Arginine & L Citrulline Pre Workout, 45 Servings, Tiger's Blood",,11392673936215903040
JIQTkeyMKe,https://bhezy.github.io/r/JIQTkeyMKe/,"https://www.google.com/search?ibp=oshop&q=MTN+OPS+Ignite+Sugar+Free+Energy+Drink+Powder+with+200mg+Caffeine%2C+Nootropic+Blend+for+Energy%2C+Focus+%26+Endurance%2C+L+Arginine+%26+L+Citrulline+Pre+Workout%2C+45+Servings%2C+Tiger's+Blood&prds=localAnnotatedOfferId:1,catalogid:13536557738411696377,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","MTN OPS Ignite Sugar Free Energy Drink Powder with 200mg Caffeine, Nootropic Blend for Energy, Focus & Endurance, L Arginine & L Citrulline Pre Workout, 45 Servings, Tiger's Blood",,13536557738411696377
3PrY4Mttto,https://bhezy.github.io/r/3PrY4Mttto/,"https://www.google.com/search?ibp=oshop&q=Thread+SEW+All+26SP&prds=localAnnotatedOfferId:1,productid:484149331504599592,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",Thread SEW All 26SP,484149331504599592,
YnqIoNpoZl,https://bhezy.github.io/r/YnqIoNpoZl/,"https://www.google.com/search?ibp=oshop&q=Thread+SEW+All+26SP&prds=localAnnotatedOfferId:1,productid:11151513213169929048,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",Thread SEW All 26SP,11151513213169929048,
suNtxKNKV3,https://bhezy.github.io/r/suNtxKNKV3/,"https://www.google.com/search?ibp=oshop&q=Rawz+Natural+Premium+Pate+Canned+Cat+Wet+Food+-12+Pack+Cans+Variety+Pack+-4+Flavors+-+(Salmon%2C+Chicken%2C+Turkey%2C+Beef)+-+(3oz+Can+Lid)&prds=localAnnotatedOfferId:1,productid:14159790488506363226,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Rawz Natural Premium Pate Canned Cat Wet Food -12 Pack Cans Variety Pack -4 Flavors - (Salmon, Chicken, Turkey, Beef) - (3oz Can Lid)",14159790488506363226,
bTOWBvP4mD,https://bhezy.github.io/r/bTOWBvP4mD/,"https://www.google.com/search?ibp=oshop&q=Tomo+Wellness+NutriBites+Freeze+Dried+Liver+Treats+for+Dogs+%26+Cats+-+High-Protein+Single+Ingredient+Freeze+Dried+Dog+Treats%2C+Beef+Liver+-+Proudly+Made+in+Canada+-+27+OZ+HIGH+PROTIEN+Natural+Grain&prds=localAnnotatedOfferId:1,productid:2232172857392184071,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Tomo Wellness NutriBites Freeze Dried Liver Treats for Dogs & Cats - High-Protein Single Ingredient Freeze Dried Dog Treats, Beef Liver - Proudly Made in Canada - 27 OZ HIGH PROTIEN Natural Grain",2232172857392184071,
BLnXpl7PRE,https://bhezy.github.io/r/BLnXpl7PRE/,"https://www.google.com/search?ibp=oshop&q=PureWay+1.4+Quart+MailBack+Sharps+Disposal+Container+%E2%80%93+Secure+Needle+Box+for+Safe+Medical+Waste+%26+Used+Syringe+Disposal+%7C+Sharps+Container+for+Home+Use%2C+Travel%2C+Clinics%2C+and+Professional+Settings&prds=localAnnotatedOfferId:1,catalogid:11220003486714605376,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","PureWay 1.4 Quart MailBack Sharps Disposal Container – Secure Needle Box for Safe Medical Waste & Used Syringe Disposal | Sharps Container for Home Use, Travel, Clinics, and Professional Settings",,11220003486714605376
16yW3793lN,https://bhezy.github.io/r/16yW3793lN/,"https://www.google.com/search?ibp=oshop&q=Among+Us+Crewmate+Figures+%7C+Toys+Out+of+16+Collectibles+in+1+Box+%7C+8+Among+Us+Merch+Incl.+The+Peeled+and+The+Clogged+%7C+2+Hidden+Impostors+%7C+Mini+Toys+with+5+Add%E2%80%99l+Hats&prds=localAnnotatedOfferId:1,catalogid:12833084135418561357,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",Among Us Crewmate Figures | Toys Out of 16 Collectibles in 1 Box | 8 Among Us Merch Incl. The Peeled and The Clogged | 2 Hidden Impostors | Mini Toys with 5 Add’l Hats,,12833084135418561357
5Ym3GoWBua,https://bhezy.github.io/r/5Ym3GoWBua/,"https://www.google.com/search?ibp=oshop&q=Ilford+1574577+HP5+Plus%2C+Black+and+White+Print+Film%2C+35+mm%2C+ISO+400%2C+36+Exposures+(Pack+of+3)&prds=localAnnotatedOfferId:1,productid:3530808314254881492,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Ilford 1574577 HP5 Plus, Black and White Print Film, 35 mm, ISO 400, 36 Exposures (Pack of 3)",3530808314254881492,
JuD5lxykzB,https://bhezy.github.io/r/JuD5lxykzB/,"https://www.google.com/search?ibp=oshop&q=CAIG+LABORATORIES+DeoxIT+D100L-25C+Precision+Needle+Applicator%2C+More+Than+A+Contact+Cleaner%2C+25+mL%2C+Pack+of+1&prds=localAnnotatedOfferId:1,catalogid:6297698826302886449,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","CAIG LABORATORIES DeoxIT D100L-25C Precision Needle Applicator, More Than A Contact Cleaner, 25 mL, Pack of 1",,6297698826302886449
4psd-K4wB6,https://bhezy.github.io/r/4psd-K4wB6/,"https://www.google.com/search?ibp=oshop&q=AC+Delco+R45TS+Spark+Plug+Set+of+8+for+Chevy+GMC+Buick+Cadillac+Pontiac+Olds&prds=localAnnotatedOfferId:1,catalogid:2130398311426012303,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",AC Delco R45TS Spark Plug Set of 8 for Chevy GMC Buick Cadillac Pontiac Olds,,2130398311426012303
_qDfCEIZXt,https://bhezy.github.io/r/_qDfCEIZXt/,"https://www.google.com/search?ibp=oshop&q=Rawz+Natural+Premium+Pate+Canned+Cat+Wet+Food+-+Made+with+Real+Meat+Ingredients+No+BPA+or+Gums+-3+oz+Cans+(Case+Pack+of+18)+(Chicken)&prds=localAnnotatedOfferId:1,catalogid:17621610855261305702,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",Rawz Natural Premium Pate Canned Cat Wet Food - Made with Real Meat Ingredients No BPA or Gums -3 oz Cans (Case Pack of 18) (Chicken),,17621610855261305702
EQ2rdZcoXA,https://bhezy.github.io/r/EQ2rdZcoXA/,"https://www.google.com/search?ibp=oshop&q=Tegaderm+Transparent+Dressing%2C+6+x+8+Inch%2C+10+Count+by+Tegaderm&prds=localAnnotatedOfferId:1,catalogid:11162688294300867547,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count by Tegaderm",,11162688294300867547
xPTpjBErz2,https://bhezy.github.io/r/xPTpjBErz2/,"https://www.google.com/search?ibp=oshop&q=Eminence+Organic+Strawberry+Rhubarb+Masque%2C+2+Ounce%2C+(2238)&prds=localAnnotatedOfferId:1,productid:3162250179595543659,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Eminence Organic Strawberry Rhubarb Masque, 2 Ounce, (2238)",3162250179595543659,
PpZ4DxNtx_,https://bhezy.github.io/r/PpZ4DxNtx_/,"https://www.google.com/search?ibp=oshop&q=Vacadillos+-+High+Protein+Carne+Seca+%7C+30g+Protein%2C+Sugar+Free%2C+Carbs+Free%2C+Gluten+Free%2C+Dairy+Free%2C+Keto+%26+Paleo+Friendly+%7C+Mexican+Inspired+Beef+Jerky+Snack+%7C+Chile+Lime%2C+Pack+Of+4&prds=localAnnotatedOfferId:1,productid:17637238876625980218,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Vacadillos - High Protein Carne Seca | 30g Protein, Sugar Free, Carbs Free, Gluten Free, Dairy Free, Keto & Paleo Friendly | Mexican Inspired Beef Jerky Snack | Chile Lime, Pack Of 4",17637238876625980218,
KCGvwYw0Xa,https://bhezy.github.io/r/KCGvwYw0Xa/,"https://www.google.com/search?ibp=oshop&q=ORACAL+Oramask+813+Stencil+Film+Roll%2C+12%22+x+20ft%2C+Light+Blue&prds=localAnnotatedOfferId:1,productid:1544198166727072461,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","ORACAL Oramask 813 Stencil Film Roll, 12"" x 20ft, Light Blue",1544198166727072461,
Q_U2zE_40Z,https://bhezy.github.io/r/Q_U2zE_40Z/,"https://www.google.com/search?ibp=oshop&q=OCB+Bamboo+Unbleached+Pre-Rolled+Rolling+Paper+Cones+Mini+(70mm)+Size+-+10+Cones&prds=localAnnotatedOfferId:1,productid:8343780621813504211,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2",OCB Bamboo Unbleached Pre-Rolled Rolling Paper Cones Mini (70mm) Size - 10 Cones,8343780621813504211,
fgTwKEWoYR,https://bhezy.github.io/r/fgTwKEWoYR/,"https://www.google.com/search?ibp=oshop&q=Mini+Cubes+Squishy+Fidget+Toys+Squeeze+Toys-+24Pack+Stress+Cubes%E2%80%93+Mini+Bulk+Sensory+Squishies+Nice+Ice+Cube+Balls+for+Kids+Adults+%2C+Party+Favors+%26+Anxiety+Relief+%E2%80%93+Slow+Rising%2C+Non-Toxic+Desk+Toys&prds=localAnnotatedOfferId:1,catalogid:8858836104467637581,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Mini Cubes Squishy Fidget Toys Squeeze Toys- 24Pack Stress Cubes– Mini Bulk Sensory Squishies Nice Ice Cube Balls for Kids Adults , Party Favors & Anxiety Relief – Slow Rising, Non-Toxic Desk Toys",,8858836104467637581
fq6l7AnZL9,https://bhezy.github.io/r/fq6l7AnZL9/,"https://www.google.com/search?ibp=oshop&q=Safe-Flo+29025+Wire+Solder%2C+1+Lb.+Bulk%2C+Solid%2C+Silver+Gray&prds=localAnnotatedOfferId:1,productid:13796366814667994217,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Safe-Flo 29025 Wire Solder, 1 Lb. Bulk, Solid, Silver Gray",13796366814667994217,
wAy2TTFhga,https://bhezy.github.io/r/wAy2TTFhga/,"https://www.google.com/search?ibp=oshop&q=Nootie+Progility+Urinary+Support+Supplement+for+Dogs%2C+Bladder+Support+and+Urinary+Tract+Support+for+Dogs+with+Cranberry+and+D-Mannose%2C+90+Soft+Chews+per+Container&prds=localAnnotatedOfferId:1,productid:7615977689136198344,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","Nootie Progility Urinary Support Supplement for Dogs, Bladder Support and Urinary Tract Support for Dogs with Cranberry and D-Mannose, 90 Soft Chews per Container",7615977689136198344,
CYFEoR5BPH,https://bhezy.github.io/r/CYFEoR5BPH/,"https://www.google.com/search?ibp=oshop&q=INABA+Churu+Lickable+Pur%C3%A9e+Natural+Cat+Treats+-+Chicken+Recipe+(4+Servings+per+Package%2C+8+Packages)+(32+Tubes)&prds=localAnnotatedOfferId:1,catalogid:8445360991832747662,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","INABA Churu Lickable Purée Natural Cat Treats - Chicken Recipe (4 Servings per Package, 8 Packages) (32 Tubes)",,8445360991832747662
0-vDbAXzUS,https://bhezy.github.io/r/0-vDbAXzUS/,"https://www.google.com/search?ibp=oshop&q=MASA+Chips+Cobanero+Chili+Flavored+Corn+Tortilla+Chips+Cooked+in+Beef+Tallow+%E2%80%93+Seed+Oil+Free+Snack%2C+2pk%C3%975+oz+each%E2%80%93+Handmade+with+Only+Naturally+Grown+Corn%2C+Chili%2C+%26+Sea+Salt%2C+Gluten+Free&prds=localAnnotatedOfferId:1,productid:11632789225042418442,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=us&udm=28&pvorigin=2","MASA Chips Cobanero Chili Flavored Corn Tortilla Chips Cooked in Beef Tallow – Seed Oil Free Snack, 2pk×5 oz each– Handmade with Only Naturally Grown Corn, Chili, & Sea Salt, Gluten Free",11632789225042418442,
